id,text,labels,group,split,start_s,end_s
hgJK2ZDgWtU,This is the recording of a DJ performance. The DJ is performing on a turntable using the scratching technique. The beat in the background has a repeating male vocal sample and a groovy bass sound. The rhythmic background consists of an electronic drum beat. The atmosphere is urban. This piece could be used in the soundtrack of a teenage drama TV series that takes place in the ghettos of a big city.,electronic drums,hgJK2ZDgWtU,,60,70
hgitRq_0410,"The low quality recording features a live performance that consists of an acoustic flamenco guitar melody. The recording is very noisy and buzzy, but you can still hear the passion and the emotion.",low quality|noisy|passionate|emotional|live performance,hgitRq_0410,,10,20
hhU78ykPr5w,"The low quality recording features a house music that consists an echoing female scream and reverberant flat male vocal over repetitive percussive synth melody, wooden percussions, groovy bass, shimmering hi hats, reversed snare hits and punchy ""4 on the floor"" kick pattern. It sounds hypnotic, energetic and exciting.",low quality|groovy bass|shimmering hi hats|energetic|exciting,hhU78ykPr5w,,180,190
hhVFK9tYu84,"This is a live blues-rock performance. The saxophone is playing a solo section, and the electric guitar repeats an arpeggio. This song would be suitable in a blues bar.",live performance,hhVFK9tYu84,,40,50
hheF-AgCqIg,Someone is strumming a melody on the mandolin. The audio-quality is very poor and you can hear a high frequency ringing in the recording. This song may be playing while practicing at home.,amateur recording|fast tempo,hheF-AgCqIg,,50,60
hhohfEC82JI,"A male singer sings this animated melody . The song is medium tempo with a groovy bass , keyboard accompaniment and steady drumming rhythm. The song is cheerful and animated and designed as educational material for little children.",medium tempo|male singer|cheerful|spirited,hhohfEC82JI,,30,40
hj7VJnNq6A4,"This song is a mixture of punk rock with acoustic drums with crash hits, e-guitar playing low notes along with the bassline, a male voice aggressively, loud screaming and digital higher pitched sample sounds being panned to the left and right side of the speakers. This song may be playing at a live concert in an underground club.",e-guitar|e-bass|acoustic drums,hj7VJnNq6A4,,240,250
hjrl1KHEuqE,This song contains digital drums playing a groove together with an e-bass. Different fast paced synth sounds are playing a rhythmic melody along to the drums. Violas are playing a countermelody to the male voices singing a melody creating a harmony. This song may be playing in a movie scene where someone is driving with a partner on a motorbike.,pop|e-bass|fast tempo,hjrl1KHEuqE,,150,160
hk-1KRWTM-4,"Here we have a live recording of a performance by a female singer/songwriter. She plays simple chords with a simple rhythm on the guitar, while she sings with a vibrant and youthful voice. The song is a pop song.",live performance|acoustic guitar|pop,hk-1KRWTM-4,,100,110
hkWOAj09_dY,This audio contains a string section playing a romantic ballad. Violin and viola are playing the lead melody while celli are playing a rhythmic melody in the background. This song may be playing live for a wedding.,romantic|medium tempo,hkWOAj09_dY,,30,40
hkWcUtga1lw,The song is an instrumental. The song is medium tempo with a violin playing a solo with a piano accompaniment. The song is emotional and positive. The song is a classic western hit and has poor audio quality in general.,instrumental music|medium tempo|instrumental music|emotional|cheerful|spirited|poor audio quality,hkWcUtga1lw,,400,410
hlHb9HwNxk8,"The low quality recording features a live performance of an opera that consists of a passionate female vocal singing over strings melody, brass melody and mellow percussion. It sounds emotional and passionate.",low quality|noisy|live performance|passionate|emotional,hlHb9HwNxk8,,110,120
hlbjpc48Vrs,The recording starts with a synth pad sound in the higher register and also with a tunes airy sounds slowly pitching down. Then a separate techno song starts playing with a monotone digital drum groove. The kick is overdriven and has some punch to it. The fast hihat sounds are panned to the left and right side of the speakers. This song may be playing in a night club.,uptempo,hlbjpc48Vrs,,30,40
hlquKjPgxmY,This is a Christian pop piece. There is a telephone sound effect in the opening. There is a female vocalist singing melodically as the lead. The melody is being played on the acoustic guitar and the keyboard. The rhythm is provided by an electronic drum beat. There is a modern feel to this piece. It could be used in the background of social media content related to Christianity.,acoustic guitar|electronic drums,hlquKjPgxmY,,30,40
hm0SeoNSGkc,"The low quality recording features a live performance of an arpeggiated acoustic guitar melody and plucked harp melody. It sounds mellow, soft, easygoing and the recording is really noisy and in mono.",low quality|noisy|mono|live performance|mellow|easygoing,hm0SeoNSGkc,,410,420
hmkPWxTIwwU,"This music is an electronic instrumental. The tempo is fast with punchy drumming rhythm, keyboard harmony, vigorous guitar rhythm and electronically arranged sounds like a dissonant booming drum, water bubbling, hissing and whistle like instrument playing harmony. The song is youthful, energetic, enthusiastic, vigorous, vivacious and youthful with a dance groove. This music is EDM.",instrumental|fast tempo|acoustic guitar|keyboard harmony|groovy|youthful|energetic,hmkPWxTIwwU,,30,40
hnlVKC7rxdg,This symphonic song features french horns playing in harmony. The notes played are descending and they finally fade away. There are no other instruments in this song. There are no voices in this song. This song can be played in a dream sequence in a movie.,slow tempo|instrumental,hnlVKC7rxdg,,30,40
hoPnrbKOEl8,"The instrumental music features a sort of calm before the storm. In the low register one can barely hear a double bass playing a long note softly. Another stringed instrument plays a short melody that fades out. A bigger group of strings then play a short long-note melody. The music is playing softly, almost quiet. This could work well as music for a movie scene.",instrumental,hoPnrbKOEl8,,110,120
hpiFoinUgvY,"The Latin/African song features a flat, echoing male vocals singing over exotic percussive elements and groovy bass. It sounds easygoing and low quality as it is recorded in mono and the vocals are kind of distorted.",low quality|groovy bass|mono|easygoing,hpiFoinUgvY,,220,230
hqCJarP-nVI,"This music is instrumental. The tempo is medium with a beautiful Harpsichord rendition. The music is a famous Western Classical composition by an Italian composer. The music is engaging, enthralling, rich, deep, passionate baroque music.",instrumental|medium tempo|passionate,hqCJarP-nVI,,30,40
hqQvatf1RUY,A male voice is rapping in a higher pitch while having backing voices creating a harmony. There is some delay in his voice. A synth melody/arpeggio is playing in the middle range getting louder while a warm digital kick sound is holding the rhythm. A cymbal sound is coming in to make it clear that the song will break into the next part. This song may be playing in a music video.,medium tempo,hqQvatf1RUY,,30,40
hrCf8rMBtA8,"The low quality recording features a pop song that consists of a passionate male vocal, alongside harmonizing vocals, singing over wide claps, layered with shimmering tambourine, groovy bass and straight piano melody. It sounds emotional and passionate.",low quality|pop|groovy bass|passionate|emotional,hrCf8rMBtA8,,70,80
hrOP9swUpyA,"The low quality recording features an acoustic rhythm guitar and flat female vocal singing on top of it. There is a lot of reverb on vocals, which makes it sound too separate from the guitar. The guitar, in the second half of the loop, is played a bit sloppy.",low quality,hrOP9swUpyA,,30,40
hu5pjj1KzK8,"The low quality recording features an echoing theremin melody, slowly fading out, over growly synth bass. It sounds suspenseful and haunting - like something you would hear in horror movies.",low quality,hu5pjj1KzK8,,170,180
hu6sChY-Yps,"The low quality recording features a DJ scratching the vinyl of a hip hop song that consists of punchy kick and snare, repetitive wooden percussive elements, shimmering hi hats and open hats and soft crash cymbals. It sounds manic, energetic and kind of muffled, since it was probably recorded with a poor quality microphone.",low quality|punchy snare|punchy kick|shimmering hi hats|energetic,hu6sChY-Yps,,30,40
hwSOjoHFLn4,This is a post-grunge/pop punk music piece. There is a male vocalist singing melodically in the lead. The main melody is being played by the electric guitar in the major key with the bass guitar backing it. The rhythmic background consists of an acoustic drum beat. The atmosphere is energetic and cheerful. This piece could be used in the soundtrack of a comedy TV series as the opening theme.,male vocal|electric guitar|bass guitar|acoustic drums|energetic|cheerful,hwSOjoHFLn4,,40,50
hwe6y-jSqdQ,"The low quality recording features a compilation of rock songs in-between which there is a flat male vocal talking. At the very beginning there is a short snippet of a groovy piano melody and fruity male vocal singing over it. After that, there is an even shorter snippet of a song that consists of acoustic rhythm guitar and a male vocalist singing over it. And at the end of the loop, there is a fade in into a flat male vocal singing with background vocals over punchy kick, punchy snare, shimmering cymbals, distorted bass guitar and electric guitar melody. Overall it sounds weird and chaotic, due to the arrangement of the sounds, but it is also energetic.",rock|low quality|punchy snare|punchy kick|energetic,hwe6y-jSqdQ,,30,40
